timestamp,question,score,answered
2026-06-18 15:14:20.817452,how do i add titles?,0.5200682
2026-06-18 15:24:56.454905,how do i add title?,0.54778254
2026-06-18 15:26:54.268455,How does Media Shippers help content owners?,0.7096585
2026-06-18 15:27:42.226239,How can sellers increase visibility of their content?,0.56599766
2026-06-18 15:45:08.781297,How does Media Shippers support revenue generation?,0.62674683
2026-06-18 15:45:39.567592,Who can benefit from Media Shippers?,0.630459
2026-06-18 15:46:03.628632,How do buyers discover content?,0.5916334
2026-06-18 15:46:36.364077,What are the benefits of the Deals Module?,0.5986256
2026-06-18 15:46:50.499404,How does Media Shippers help content owners?,0.7234375
2026-06-19 11:15:34.178747,How the buyers can discover the content?,0.60102576
2026-06-19 11:18:05.933144,Who can benefit from Media Shippers?,0.630459
2026-06-19 11:18:54.538942,Who can benefit from the medi Shippers?,0.46198592
2026-06-19 11:22:01.076735,why i should use media shippers? how do i find content?,0.6996816
2026-06-19 11:22:49.260520,tell me abt media shippers?,0.6671764
2026-06-19 11:23:29.114901,tell me about media shipper? who is the pm of india?,0.490536
2026-06-22 11:30:11.320160,who is the prime minister of india?,0.5228241
2026-06-23 15:46:04.369294,How do I add subtitles?,0.46838737
2026-06-23 15:47:19.050012,how do i add subtitles?,0.46838737
2026-06-23 15:48:34.436074,how do i add subtitles?,0.46838737
2026-06-23 15:51:45.202022,how do i add subtitles?,0.46838737
2026-06-23 15:52:38.355205,How do I upload trailer thumbnails?,0.46809042
2026-06-23 15:57:41.915291,How do buyers discover content?,0.5916334
2026-06-23 16:05:21.584954,How do I add subtitles?,0.46838737
2026-06-23 16:05:59.520328,How do I upload trailer thumbnails?,0.46809042
2026-06-23 16:06:41.067118,How do I upload trailer thumbnails?,0.46809042
2026-06-23 16:07:33.827274,Who is the President of India?,0.45283714
2026-06-23 16:08:31.434813,Who is the President of India?,0.45283714
2026-06-23 16:11:29.651154,Who is the President of India?,0.45283714
2026-06-23 16:18:31.368595,Who is the Prime Minister of India?,0.5228241
2026-06-23 16:33:08.661811,Who is the Prime Minister of India?,0.5228241
2026-06-23 16:35:19.508987,Who is the Prime Minister of India?,0.5228241
2026-06-23 16:36:22.215043,Who is the Prime Minister of India?,0.5228241
2026-06-23 16:42:55.948673,Who is the Prime Minister of India?,0.36154884
2026-06-23 16:45:53.733225,How do I add subtitles?,0.46838737
2026-06-23 17:37:20.826369,How does Media Shippers help content owners?,0.7188937,YES
2026-06-23 17:38:05.100002,How do I add subtitles?,0.456825,NO
2026-06-23 17:39:03.186064,who is the president of india?,0.35101688,NO
